,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date
p1k_00872,minicoli__W3110_pyr__1,Minicoli,minicoli,W3110_pyr,1,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,p1k_00878;p1k_00879,,PAIRED,ILLUMINA,,,,,,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Pyruvate_1_S19_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Pyruvate_1_S19_R2_001.fastq.gz,Sebastien.Rodrigue@usherbrooke.ca,Antoine Champie,TRUE,TRUE,TRUE,TRUE,minicoli:W3110_pyr,TRUE,TRUE,5/1/19
p1k_00873,minicoli__W3110_pyr__2,Minicoli,minicoli,W3110_pyr,2,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,p1k_00878;p1k_00879,,PAIRED,ILLUMINA,,,,,,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Pyruvate_2_S20_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Pyruvate_2_S20_R2_001.fastq.gz,Sebastien.Rodrigue@usherbrooke.ca,Antoine Champie,TRUE,TRUE,TRUE,TRUE,minicoli:W3110_pyr,TRUE,TRUE,5/1/19
p1k_00874,minicoli__W3110_sorb__1,Minicoli,minicoli,W3110_sorb,1,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,p1k_00878;p1k_00879,,PAIRED,ILLUMINA,,,,,,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Sorbitol_1_S38_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Sorbitol_1_S38_R2_001.fastq.gz,Sebastien.Rodrigue@usherbrooke.ca,Antoine Champie,TRUE,TRUE,TRUE,TRUE,minicoli:W3110_sorb,TRUE,TRUE,5/1/19
p1k_00875,minicoli__W3110_sorb__2,Minicoli,minicoli,W3110_sorb,2,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,p1k_00878;p1k_00879,,PAIRED,ILLUMINA,,,,,,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Sorbitol_2_S39_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Sorbitol_2_S39_R2_001.fastq.gz,Sebastien.Rodrigue@usherbrooke.ca,Antoine Champie,TRUE,TRUE,TRUE,TRUE,minicoli:W3110_sorb,TRUE,TRUE,5/1/19
p1k_00876,minicoli__W3110_urid__1,Minicoli,minicoli,W3110_urid,1,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,p1k_00878;p1k_00879,,PAIRED,ILLUMINA,,,,,,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Uridine_1_S1_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Uridine_1_S1_R2_001.fastq.gz,Sebastien.Rodrigue@usherbrooke.ca,Antoine Champie,TRUE,TRUE,TRUE,TRUE,minicoli:W3110_urid,TRUE,TRUE,5/1/19
p1k_00877,minicoli__W3110_urid__2,Minicoli,minicoli,W3110_urid,2,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,p1k_00878;p1k_00879,,PAIRED,ILLUMINA,,,,,,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Uridine_2_S2_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Uridine_2_S2_R2_001.fastq.gz,Sebastien.Rodrigue@usherbrooke.ca,Antoine Champie,TRUE,TRUE,TRUE,TRUE,minicoli:W3110_urid,TRUE,TRUE,5/1/19
p1k_00878,minicoli__W3110_WT_glc__1,Minicoli,minicoli,W3110_WT_glc,1,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,p1k_00878;p1k_00879,,PAIRED,ILLUMINA,,,,,,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Glucose_1_S21_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Glucose_1_S21_R2_001.fastq.gz,Sebastien.Rodrigue@usherbrooke.ca,Antoine Champie,TRUE,TRUE,TRUE,TRUE,minicoli:W3110_WT_glc,TRUE,TRUE,5/1/19
p1k_00879,minicoli__W3110_WT_glc__2,Minicoli,minicoli,W3110_WT_glc,2,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,p1k_00878;p1k_00879,,PAIRED,ILLUMINA,,,,,,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Glucose_2_S22_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Glucose_2_S22_R2_001.fastq.gz,Sebastien.Rodrigue@usherbrooke.ca,Antoine Champie,TRUE,TRUE,TRUE,TRUE,minicoli:W3110_WT_glc,TRUE,TRUE,5/1/19
p1k_00880,minicoli__W3110_WT_osm__1,Minicoli,minicoli,W3110_WT_osm,1,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,p1k_00878;p1k_00879,,PAIRED,ILLUMINA,,,,,,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Osmotic_1_S23_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Osmotic_1_S23_R2_001.fastq.gz,Sebastien.Rodrigue@usherbrooke.ca,Antoine Champie,TRUE,TRUE,TRUE,TRUE,minicoli:W3110_WT_osm,TRUE,TRUE,5/1/19
p1k_00881,minicoli__W3110_WT_osm__2,Minicoli,minicoli,W3110_WT_osm,2,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,p1k_00878;p1k_00879,,PAIRED,ILLUMINA,,,,,,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Osmotic_2_S24_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Osmotic_2_S24_R2_001.fastq.gz,Sebastien.Rodrigue@usherbrooke.ca,Antoine Champie,TRUE,TRUE,TRUE,TRUE,minicoli:W3110_WT_osm,TRUE,TRUE,5/1/19
p1k_00882,eep__BOP27__1,EEP,eep,BOP27,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/PAL029_S29_L001_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L002_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L003_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L004_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL029_S29_L001_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L002_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L003_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L004_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27,TRUE,TRUE,9/1/20
p1k_00883,eep__BOP27__2,EEP,eep,BOP27,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/PAL030_S30_L001_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L002_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L003_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L004_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL030_S30_L001_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L002_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L003_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L004_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27,TRUE,TRUE,9/1/20
p1k_00884,eep__BOP1000__1,EEP,eep,BOP1000,1,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/PAL035_S35_L001_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L002_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L003_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L004_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL035_S35_L001_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L002_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L003_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L004_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP1000,TRUE,TRUE,9/1/20
p1k_00885,eep__BOP1000__2,EEP,eep,BOP1000,2,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/PAL036_S36_L001_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L002_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L003_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L004_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL036_S36_L001_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L002_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L003_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L004_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP1000,TRUE,TRUE,9/1/20
p1k_00890,eep__BOP27_ndh-cydB-appC__1,EEP,eep,BOP27_ndh-cydB-appC,1,Escherichia coli K-12 MG1655 del_ndh del_cydB del_appC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-13A_ndh-cydB-appC_S37_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-13A_ndh-cydB-appC_S37_L001_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC,TRUE,TRUE,9/1/20
p1k_00891,eep__BOP27_ndh-cydB-appC__2,EEP,eep,BOP27_ndh-cydB-appC,2,Escherichia coli K-12 MG1655 del_ndh del_cydB del_appC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-13B_ndh-cydB-appC_S38_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-13B_ndh-cydB-appC_S38_L001_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC,TRUE,TRUE,9/1/20
p1k_00892,eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A9_F46_I1_R1,1,Escherichia coli EEP.9.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-46A_BOP27_ndh-cydB-appC_A9F46I1R1_a_S92_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-46A_BOP27_ndh-cydB-appC_A9F46I1R1_a_S92_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,TRUE,TRUE,9/1/20
p1k_00893,eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A9_F46_I1_R1,2,Escherichia coli EEP.9.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-46B_BOP27_ndh-cydB-appC_A9F46I1R1_b_S93_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-46B_BOP27_ndh-cydB-appC_A9F46I1R1_b_S93_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,TRUE,TRUE,9/1/20
p1k_00894,eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A10_F48_I1_R1,1,Escherichia coli EEP.10.48.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-43A_BOP27_ndh-cydB-appC_A10F48I1R1_a_S76_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-43A_BOP27_ndh-cydB-appC_A10F48I1R1_a_S76_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1,TRUE,TRUE,9/1/20
p1k_00895,eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A10_F48_I1_R1,2,Escherichia coli EEP.10.48.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-43B_BOP27_ndh-cydB-appC_A10F48I1R1_b_S77_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-43B_BOP27_ndh-cydB-appC_A10F48I1R1_b_S77_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1,TRUE,TRUE,9/1/20
p1k_00896,eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A11_F46_I1_R1,1,Escherichia coli EEP.11.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-44A_BOP27_ndh-cydB-appC_A11F46I1R1_a_S78_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-44A_BOP27_ndh-cydB-appC_A11F46I1R1_a_S78_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1,TRUE,TRUE,9/1/20
p1k_00897,eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A11_F46_I1_R1,2,Escherichia coli EEP.11.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-44B_BOP27_ndh-cydB-appC_A11F46I1R1_b_S89_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-44B_BOP27_ndh-cydB-appC_A11F46I1R1_b_S89_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1,TRUE,TRUE,9/1/20
p1k_00898,eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A12_F46_I1_R1,1,Escherichia coli EEP.12.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-45A_BOP27_ndh-cydB-appC_A12F46I1R1_a_S90_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-45A_BOP27_ndh-cydB-appC_A12F46I1R1_a_S90_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A12_F46_I1_R1,TRUE,TRUE,9/1/20
p1k_00899,eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A12_F46_I1_R1,2,Escherichia coli EEP.12.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-45B_BOP27_ndh-cydB-appC_A12F46I1R1_b_S91_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-45B_BOP27_ndh-cydB-appC_A12F46I1R1_b_S91_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A12_F46_I1_R1,TRUE,TRUE,9/1/20
p1k_00900,eep__BOP27_nuoB-cydB-appC__1,EEP,eep,BOP27_nuoB-cydB-appC,1,Escherichia coli K-12 MG1655 del_nuoB del_cydB del_appC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-14A_nuoB-cydB-appC_S59_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-14A_nuoB-cydB-appC_S59_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cydB-appC,TRUE,TRUE,9/1/20
p1k_00901,eep__BOP27_nuoB-cydB-appC__2,EEP,eep,BOP27_nuoB-cydB-appC,2,Escherichia coli K-12 MG1655 del_nuoB del_cydB del_appC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-14B_nuoB-cydB-appC_S60_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-14B_nuoB-cydB-appC_S60_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cydB-appC,TRUE,TRUE,9/1/20
p1k_00902,eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A13_F59_I1_R1,1,Escherichia coli EEP.13.59.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-47A_BOP27_nuoB_cydB-appC_A13F59I1R1_a_S94_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-47A_BOP27_nuoB_cydB-appC_A13F59I1R1_a_S94_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A13_F59_I1_R1,TRUE,TRUE,9/1/20
p1k_00903,eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,EEP,eep,BOP27_nuoB_cydB-appC_A13_F59_I1_R1,2,Escherichia coli EEP.13.59.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-47B_BOP27_nuoB_cydB-appC_A13F59I1R1_b_S95_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-47B_BOP27_nuoB_cydB-appC_A13F59I1R1_b_S95_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A13_F59_I1_R1,TRUE,TRUE,9/1/20
p1k_00904,eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A14_F58_I1_R1,1,Escherichia coli EEP.14.58.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-48A_BOP27_nuoB_cydB-appC_A14F58I1R1_a_S96_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-48A_BOP27_nuoB_cydB-appC_A14F58I1R1_a_S96_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1,TRUE,TRUE,9/1/20
p1k_00905,eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,EEP,eep,BOP27_nuoB_cydB-appC_A14_F58_I1_R1,2,Escherichia coli EEP.14.58.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-48B_BOP27_nuoB_cydB-appC_A14F58I1R1_b_S97_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-48B_BOP27_nuoB_cydB-appC_A14F58I1R1_b_S97_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1,TRUE,TRUE,9/1/20
p1k_00906,eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A15_F57_I1_R1,1,Escherichia coli EEP.15.57.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-49A_BOP27_nuoB_cydB-appC_A15_F57_I1_R1_a_S11_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-49A_BOP27_nuoB_cydB-appC_A15_F57_I1_R1_a_S11_L001_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A15_F57_I1_R1,TRUE,TRUE,9/1/20
p1k_00907,eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,EEP,eep,BOP27_nuoB_cydB-appC_A15_F57_I1_R1,2,Escherichia coli EEP.15.57.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-49B_BOP27_nuoB_cydB-appC_A15_F57_I1_R1_b_S12_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-49B_BOP27_nuoB_cydB-appC_A15_F57_I1_R1_b_S12_L001_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A15_F57_I1_R1,TRUE,TRUE,9/1/20
p1k_00908,eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A16_F57_I1_R1,1,Escherichia coli EEP.16.57.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882;p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-50A_BOP27_nuoB_cydB-appC_A16_F57_I1_R1_a_S13_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-50A_BOP27_nuoB_cydB-appC_A16_F57_I1_R1_a_S13_L001_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A16_F57_I1_R1,TRUE,TRUE,9/1/20
